"Sektor","Industri","Model","Beskrivelse","installer","state","bug","spesificity","usage","scope","applications","nationality","recommeded","documentation","language"
"Energy System Assessment¶","Datasets on Energy Systems¶","electricitymap","electricitymap-contrib - A real-time visualization of the CO2 emissions from electricity consumption.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","entsoe","entsoe-py - Python client for the ENTSO-E API (European network of transmission system operators for electricity).","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","time series","time series - Contains scripts that compile time series data of the European power system.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","renewable power plant","renewable power plant - Contains scripts to create lists of renewable power plants in Germany, Denmark, France and Poland, and daily time series of cumulated installed capacity per energy source type for Germany.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","conventional power plants","conventional power plants - Contains data on conventional power plants for Germany as well as other selected European countries. The data include individual power plants with their technical characteristics.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","open","open-MaStR - Download and process German energy data from BNetzA database Marktstammdatenregister.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","powerplantmatching","powerplantmatching - A toolset for cleaning, standardizing and combining multiple power plant databases.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","GeoNuclearData","GeoNuclearData - Database with information about Nuclear Power Plants worldwide.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","pyEIA","pyEIA - An Energy Information Administration API Python client for researchers who need data.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","EIA","EIA - An R package wrapping the US Energy Information Administration open data API.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","atlite","atlite - Light-weight version of Aarhus RE Atlas for converting weather data to power systems data.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","NYISOToolkit","NYISOToolkit - A collection of modules for accessing power system data, generating statistics, and creating visualizations from the New York Independent System Operator.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","Photovoltaic time series for European countries","Photovoltaic time series for European countries - Comprises 38 years-long hourly time series representing the photovoltaic capacity factors in every European country (EU-28 plus Serbia, Bosnia-Herzegovina, Norway, and Switzerland).","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","SolarData","SolarData - Download and manipulate some publicly available solar datasets.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","UKgrid","UKgrid - An R data package with the UK National Grid historical demand for electricity between April 2005 and October 2019.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","USgrid","USgrid - The hourly demand and supply of electricity in the US.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","ESIOS","ESIOS - Comprehensive library to access the Spanish electricity market entity in Python.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","energy","energy-data - Data on global energy consumption (primary energy, per capita, and growth rates), energy mix, electricity mix and other relevant metrics.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","OpenEI","OpenEI - A knowledge-sharing online community dedicated to connecting people with the latest information and data on energy resources from around the world.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","Power grid frequency data base","Power grid frequency data base - This data set contains precisely time stamped (GPS referenced) frequency data from several power grids around the world in one second resolution and 1 hour excerpts of raw data.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","EnergyDataSimulationChallenge","EnergyDataSimulationChallenge - Allows applicants to demonstrate their ability to analyze and develop software that makes use of big energy production data.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","disaggregator","disaggregator - A set of tools for processing of spatial and temporal disaggregations of demands of electricity, heat and natural gas.","","","","","","","","","","",""
"Energy System Assessment¶","Datasets on Energy Systems¶","The FfE Open Data Portal","The FfE Open Data Portal - Offers an overview of free datasets for modelling energy demand and generation.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Computation and Services¶","H2020 CATALYST","H2020 CATALYST - Converting data centres in energy flexibility ecosystems.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Computation and Services¶","Energy","Energy-Languages - The complete set of tools for energy consumption analysis of programming languages, using Computer Language Benchmark Game.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Computation and Services¶","energyusage","energyusage - A Python package that measures the environmental impact of computation.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Computation and Services¶","Green Cost Explorer","Green Cost Explorer - See how much of your cloud bill is spent on fossil fuels, so you can do the right thing and switch.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Computation and Services¶","Scaphandre","Scaphandre - An open source software agent to track energy consumption of ICT services from the servers.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Computation and Services¶","CPU Energy Meter","CPU Energy Meter - A Linux tool that allows to monitor power consumption of Intel CPUs at fine time intervals.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Computation and Services¶","PowerAPI","PowerAPI - A middleware toolkit for building software-defined power meters.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","VIC","VIC - A macroscale hydrologic model that solves full water and energy balances.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","global","global-workflow - Global Superstructure/Workflow currently supporting the Finite-Volume on a Cubed-Sphere Global Forecast System.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","sedproxy","sedproxy - An R package for modeling sediment archived climate proxy records.","","","","","","","","","","",""
"Biosphere¶","Climate and Earth Modeling¶","ESMValTool","ESMValTool - A community diagnostic and performance metrics tool for routine evaluation of Earth system models in World Climate Research Programme.","","","","","","","","","","",""
